#CHR	start	end	T00h	T02h	T06h	T12h	T18h	T24h
2	10960098	10960498	-0.1360	-0.3098	0.6930	-0.0595	0.0207	-0.2121
2	11049499	11049899	0.3713	0.0462	-0.1755	0.0072	0.4145	-0.0679
2	11169499	11169899	0.0898	-0.3144	-0.1051	-0.3997	0.2747	-0.4451
2	11320098	11320498	0.3400	0.3647	-0.3512	0.2665	-0.1839	0.1810
2	11409499	11409899	-1.1972	-0.8163	-0.6000	-1.7115	-0.4524	-1.4439
2	11529499	11529899	0.0353	0.5520	0.3377	0.1243	-0.3388	0.1912
2	11680098	11680498	0.5589	-0.1660	0.1063	0.1199	-0.1463	0.6228
2	11769499	11769899	-0.2634	-0.6028	-0.4718	-0.1712	0.2543	0.0584
2	11889499	11889899	0.4216	0.1213	-0.2858	0.4095	0.1711	-0.3180
2	12040098	12040498	-0.6691	0.0253	-0.3776	0.8947	-0.7718	0.3626
2	12129499	12129899	0.7218	-0.6010	-0.1795	-0.4430	-0.5827	-0.2105
2	12249499	12249899	-0.3219	-0.5520	0.2257	0.4111	-0.0284	-0.5741
2	12400098	12400498	0.7794	0.1636	1.1522	0.9986	1.2155	1.2648
2	12489499	12489899	-0.2741	0.4450	0.4810	-0.4342	0.1582	-0.1066
2	12609499	12609899	-0.3267	-0.9382	-0.4247	-1.2769	-1.6827	-2.1332
2	12760098	12760498	0.4144	-0.2430	0.0203	-0.3136	-0.2677	0.0083
2	12849499	12849899	0.2559	-0.1449	-0.1046	-0.3325	-0.4287	-0.8121
2	12969499	12969899	0.3296	0.1399	0.0459	0.1586	-0.2965	0.1211
2	13120098	13120498	0.3364	0.2218	0.1335	-0.3584	0.4686	0.3691
2	13209499	13209899	0.8060	0.6627	1.3140	1.3627	1.2946	1.6899
2	13329499	13329899	-0.1000	0.1636	0.2626	-0.0354	0.3277	0.3355
2	13480098	13480498	-0.4366	-0.1039	-0.4831	-0.6739	-0.2728	-0.2644
2	13569499	13569899	0.8821	0.6724	1.6965	1.2976	0.8696	1.8588
2	13689499	13689899	0.5570	-0.2093	-0.1293	-0.3617	0.3344	-0.1894
2	13840098	13840498	0.0139	0.0509	-0.6342	0.3853	0.4201	-0.1483
2	13929499	13929899	0.1873	-0.2856	-0.5111	-0.8164	0.6173	0.5219
2	14049499	14049899	0.1957	0.1845	-0.3659	-0.1047	0.1752	-0.4631
2	14200098	14200498	0.6343	-0.3545	-0.0047	-0.2135	0.1132	0.1355
2	14289499	14289899	0.0819	-0.4203	-0.0995	0.2307	-0.3867	0.5162
2	14409499	14409899	-0.4889	-0.1046	0.3298	0.0214	0.7853	-0.6477
2	14560098	14560498	-0.0737	0.3691	0.0119	-0.0843	0.0797	-0.2250
2	14649499	14649899	-0.3977	0.2056	-0.2729	0.3294	0.1890	0.0114
2	14769499	14769899	-0.6792	0.4520	-0.5086	-0.4570	0.0135	0.7327
2	14920098	14920498	0.0352	0.2674	0.5964	0.3919	-0.3680	0.5351
2	15009499	15009899	0.1768	-0.3855	0.2286	-0.1398	-0.2495	-0.3658
2	15129499	15129899	1.0474	0.9911	1.1590	0.2676	1.3611	1.2027
2	15280098	15280498	0.2039	-0.1405	0.3120	-0.4051	-0.1058	0.8617
2	15369499	15369899	0.1329	-0.0491	-0.0864	-0.4705	0.2519	-0.3976
2	15489499	15489899	-0.3939	-0.3617	-0.1459	0.3892	-0.1666	-0.2809
2	15640098	15640498	0.1132	-0.3884	0.2380	0.0998	0.1939	-0.9191
2	15729499	15729899	-0.3483	-0.1133	-0.2888	0.0702	-0.1395	0.2172
2	15849499	15849899	0.0808	0.5543	-0.0176	0.3313	-0.1894	-0.3263
2	16000098	16000498	1.0886	0.8413	1.4050	1.3404	1.3836	1.9098
2	16089499	16089899	-0.0205	-0.0193	-0.0540	0.2602	-0.0982	0.1908
2	16209499	16209899	-0.3503	0.0582	0.1240	-0.0410	0.2385	-0.3581
2	16360098	16360498	0.6276	0.8890	0.7513	1.8461	2.0210	2.3376
2	16449499	16449899	0.3757	0.4511	-0.1326	0.4391	0.0617	0.0496
2	16569499	16569899	0.5911	-0.2097	-0.5900	0.0986	-0.4461	0.1991
2	16720098	16720498	0.1288	-0.3327	-0.0941	-0.1520	0.2422	0.3083
2	16809499	16809899	-0.3641	0.2332	0.3598	0.4089	0.4296	-0.0524
2	16929499	16929899	-0.3123	-0.3286	0.2087	0.1530	0.5696	-0.0465
2	17080098	17080498	-1.1219	-1.4627	-1.0205	-1.7345	-1.4140	-1.5887
2	17169499	17169899	-0.3112	-0.0362	-0.6207	-0.2728	0.2950	0.1589
2	17289499	17289899	0.7323	2.2451	1.0972	1.3267	1.7614	2.5920
2	17440098	17440498	0.2310	-0.0749	0.2194	0.0098	-0.6945	0.4811
2	17529499	17529899	-0.1893	-0.3806	-0.0877	0.3526	-0.0036	0.3666
2	17649499	17649899	0.1466	0.4632	0.2987	-0.2461	-0.0709	-0.6975
2	17800098	17800498	0.3106	-0.1753	0.3883	0.0133	-0.3131	-0.8105
2	17889499	17889899	0.6015	-0.4037	-0.3540	0.1929	0.2871	0.6529
2	18009499	18009899	-1.2318	-0.9053	-0.6498	-1.0593	-2.1932	-1.3839
2	18160098	18160498	0.4262	-0.4221	0.2749	-0.0355	0.6055	0.3017
2	18249499	18249899	0.2501	-0.2254	0.6378	0.1763	-0.2062	-0.0954
2	18369499	18369899	-0.2145	-0.1510	-0.2462	-0.4322	-0.2248	0.3048
2	18520098	18520498	-0.6001	-0.3530	0.2196	-0.0369	-0.3485	-0.4506
2	18609499	18609899	1.0376	0.6148	1.2836	1.5809	1.3802	1.8609
2	18729499	18729899	0.8893	-0.6821	-0.4499	0.2404	0.0170	-0.1273
2	18880098	18880498	0.9387	0.9766	1.2911	1.6329	1.5846	2.1994
2	18969499	18969899	-0.2717	-0.4905	-0.0873	-0.1728	0.2246	0.0639
2	19089499	19089899	0.3333	-0.5433	-0.2809	-0.0686	-0.0482	-0.0642
2	19240098	19240498	-0.0320	-0.6263	-0.3982	0.0169	0.4952	0.4735
2	19329499	19329899	-0.1809	0.2126	-0.2112	0.4114	0.1829	0.1202
2	19449499	19449899	-0.1176	-0.6462	0.1562	0.8270	0.1259	0.5041
2	19600098	19600498	-0.4911	-0.9517	-1.1351	-1.6628	-1.5727	-1.0756
2	19689499	19689899	0.7700	-1.0023	-0.0250	0.3620	0.3781	0.2948
2	19809499	19809899	-0.9735	-1.0273	-1.0923	-1.5073	-1.6724	-1.4848
2	19960098	19960498	0.2731	-0.0934	0.2418	-0.0838	0.0180	-0.2346
2	20049499	20049899	-0.3776	0.0148	0.1895	-0.5824	-0.1814	-0.2091
2	20169499	20169899	-0.0152	-0.3808	0.2058	-0.2620	-0.0989	0.1992
2	20320098	20320498	0.2426	0.2096	0.0976	-0.3249	-0.1080	0.2890
2	20409499	20409899	0.9193	0.7384	1.1661	1.4465	1.4853	1.6684
2	20529499	20529899	0.2022	0.2426	0.1146	0.5449	-0.4769	-0.1946
2	20680098	20680498	-1.0751	-1.3597	-1.3588	-1.4985	-1.1122	-2.3419
2	20769499	20769899	-0.8501	-0.5846	-0.3929	-1.6856	-1.1499	-0.8438
2	20889499	20889899	-0.8813	-0.4052	-1.0349	-1.1005	-0.9337	-1.1986
2	21040098	21040498	-0.7124	-1.5311	-1.8926	-1.3507	-1.3355	-2.1702
2	21129499	21129899	0.4436	0.1980	-0.1017	0.5962	0.3417	0.0315
2	21249499	21249899	0.1823	-0.5099	0.5433	-0.2301	0.0185	-0.2150
2	21400098	21400498	-0.1188	0.3120	0.2443	0.5277	0.4017	-0.3942
2	21489499	21489899	-0.6777	-0.3987	-1.3736	-1.2787	-1.8867	-1.7382
2	21609499	21609899	0.2637	0.2404	0.5269	0.1919	0.7194	-0.3813
2	21760098	21760498	0.1997	0.1643	-0.1822	0.1928	-0.1674	-0.4473
2	21849499	21849899	-0.3677	-0.6276	0.3357	0.2497	-0.3426	0.7214
2	21969499	21969899	-0.7886	0.3109	-0.1944	0.1362	0.2935	-0.2156
2	22120098	22120498	-0.3158	0.2110	0.0287	0.3593	1.0546	0.0343
2	22209499	22209899	0.2396	-0.8044	-0.1816	0.3049	-0.0074	-0.3393
2	22329499	22329899	0.8728	-0.6219	-0.3101	0.1131	0.3427	-0.0692
2	22480098	22480498	-0.0723	-0.1077	0.1637	-0.1612	0.2829	0.4577
2	22569499	22569899	-0.0325	-0.5677	-0.5707	0.4252	0.2970	-0.0495
2	22689499	22689899	-0.0797	0.3131	0.2950	-0.2360	0.2070	-0.4006
2	22840098	22840498	0.3289	-0.2127	0.3713	-0.6385	0.2289	0.1235
2	22929499	22929899	0.1106	-0.2534	-0.3935	0.3890	-0.8155	0.2874
2	23049499	23049899	-0.2356	-0.5088	-0.6309	0.2734	-0.4394	-0.2195
2	23200098	23200498	0.3970	-0.2119	0.0421	0.5557	-0.2978	0.7021
2	23289499	23289899	-0.5546	-0.7117	-0.2069	-0.1863	-0.1537	0.0228
2	23409499	23409899	0.5039	-0.2920	-0.1870	-0.2296	-0.5664	-0.3770
2	23560098	23560498	0.5417	-0.3875	0.1096	0.0627	-0.9680	0.0434
2	23649499	23649899	0.6765	0.9186	0.7219	0.4534	1.3316	1.0296
2	23769499	23769899	0.0569	-0.3970	-0.1947	-0.1339	0.1662	0.0043
2	23920098	23920498	0.2934	0.5008	-0.1884	-0.1253	0.2540	-0.1129
2	24009499	24009899	0.1738	0.1688	-0.0574	0.2400	0.3254	-0.4480
2	24129499	24129899	0.0594	-0.0282	-0.5451	-0.2009	-0.1754	0.1598
2	24280098	24280498	-0.5313	-1.2648	-1.1855	-0.9950	-1.3459	-1.9356
2	24369499	24369899	0.3260	0.0836	-0.7623	0.1634	0.2448	0.5456
2	24489499	24489899	0.2389	-0.0315	-0.2057	0.2748	-0.4051	0.3527
2	24640098	24640498	-0.2242	-0.4372	0.1330	0.4343	0.1463	0.1066
2	24729499	24729899	1.1963	0.6310	1.3004	1.5984	2.0565	1.3153
2	24849499	24849899	0.0242	-0.4190	-0.0973	-0.0985	0.0829	-0.4119
2	25000098	25000498	0.5583	0.0678	1.0878	0.9998	0.5183	1.4748
2	25089499	25089899	0.1130	0.1135	0.1157	-0.6866	-0.2285	-0.0247
2	25209499	25209899	-0.3287	0.2943	0.0642	-0.2190	0.2632	-0.1285
2	25360098	25360498	0.0113	-0.0607	-0.4118	-0.5267	-0.0006	-0.1672
2	25449499	25449899	-0.6266	0.2255	0.4104	0.2928	0.6792	0.0886
2	25569499	25569899	0.4519	0.3149	0.2310	0.1215	0.3246	-0.0937
2	25720098	25720498	0.3209	0.3333	0.1817	-0.2721	-0.2444	0.2562
2	25809499	25809899	0.8373	-0.0326	0.5367	-0.3472	-0.2737	-0.0506
2	25929499	25929899	-0.1100	0.2534	0.2285	0.4415	0.2756	-0.2874
2	26080098	26080498	0.2550	0.3120	-0.3152	-0.1765	-0.0127	-0.2278
2	26169499	26169899	0.0756	0.2325	-0.2570	0.5982	-0.0782	0.1215
2	26289499	26289899	0.3005	-0.7425	-0.5170	0.5128	-0.2187	-0.3484
2	26440098	26440498	-0.8308	-0.7105	-0.5963	-0.5044	0.0504	0.0466
2	26529499	26529899	-0.0706	-0.2111	-0.7875	0.1309	0.0104	0.3589
2	26649499	26649899	-0.4689	-0.5028	0.0129	-0.7312	-0.2190	0.1773
2	26800098	26800498	0.1880	-0.0203	-0.3424	-0.1254	0.9503	-0.6124
2	26889499	26889899	-0.3806	-1.1793	-0.7985	-1.4395	-1.5052	-0.9089
2	27009499	27009899	0.9443	0.7408	1.4896	1.2770	0.6494	0.8509
2	27160098	27160498	0.1041	-0.5379	-0.1384	-0.2218	0.3459	0.7755
2	27249499	27249899	-0.4998	0.1945	-0.0345	0.1940	0.0557	0.1002
2	27369499	27369899	0.6495	0.1849	0.2034	-0.1921	0.0813	-0.3072
2	27520098	27520498	0.1767	-0.2546	0.0728	-0.5149	-0.1597	0.1315
2	27609499	27609899	0.7495	1.0406	0.7155	1.2525	1.3217	1.3111
2	27729499	27729899	0.5217	0.1750	-0.1465	-0.1729	-0.4763	-0.3083
2	27880098	27880498	0.3232	0.2164	0.9088	0.6498	-0.6240	0.0822
2	27969499	27969899	-0.5383	-1.3543	-1.1881	-1.2897	-1.3151	-1.1793
2	28089499	28089899	0.2216	-0.4469	0.2309	0.0901	-0.6331	-0.4349
2	28240098	28240498	-0.2940	-0.5549	-0.0056	0.0676	-0.2476	0.3171
2	28329499	28329899	-0.0379	0.2635	-0.3612	0.1911	0.4186	0.7959
2	28449499	28449899	0.0422	-0.0019	-0.1325	-0.1373	0.6116	0.2281
2	28600098	28600498	-0.0825	-0.0474	0.9181	-0.1728	0.4118	0.0569
2	28689499	28689899	-0.2452	0.5578	0.2338	0.4618	0.0543	0.0969
2	28809499	28809899	0.3532	0.3328	-0.0287	-0.4209	-0.0855	-0.0012
2	28960098	28960498	0.7446	-0.5296	0.5153	0.4845	-0.3747	0.0398
2	29049499	29049899	-0.4784	-0.2871	-0.1439	-0.6770	0.3208	0.0971
2	29169499	29169899	0.4037	-0.0221	-0.4751	0.2337	-0.0307	0.0801
2	29320098	29320498	0.0408	-0.1125	-0.1926	-0.1927	0.0305	-0.4248
2	29409499	29409899	0.2787	0.1132	-0.5067	0.5116	0.3588	-0.4394
2	29529499	29529899	-0.3873	-0.3498	-0.5243	0.0927	0.2381	-0.7014
2	29680098	29680498	-0.0785	-0.3097	-0.1992	0.3826	-0.0905	0.0963
2	29769499	29769899	-0.0307	0.0987	0.2053	-0.2594	-0.6773	-0.5550
2	29889499	29889899	-0.2688	-0.0035	0.5248	0.2927	0.0913	0.1290
2	30040098	30040498	0.2929	-0.5271	0.0610	-0.1309	-0.5495	-0.4412
2	30129499	30129899	-0.3568	0.1419	-0.4663	0.1993	0.0293	0.1644
2	30249499	30249899	0.3138	-0.1847	0.3405	-0.1179	-0.1310	-0.2082
2	30400098	30400498	1.1349	0.9895	0.9314	1.0166	1.3444	1.8470
2	30489499	30489899	0.2145	0.0224	-0.2485	0.1767	-0.2150	-0.0876
2	30609499	30609899	0.2823	0.8887	1.0474	0.3192	1.0907	1.7354
2	30760098	30760498	-0.8868	-0.0079	-0.3097	0.2790	0.5092	0.5679
2	30849499	30849899	-0.5256	-0.3852	0.0478	-0.2828	-0.2238	-0.1924
2	30969499	30969899	-0.4754	-0.2459	-0.5370	-0.3043	0.1559	-0.0181
2	31120098	31120498	0.5930	1.3729	1.0386	0.6955	1.8727	1.3752
2	31209499	31209899	0.2776	-0.2303	0.4757	0.5076	-0.0639	-0.3849
2	31329499	31329899	-0.7647	-0.2456	-0.0141	-0.0400	-0.2032	-0.2466
2	31480098	31480498	0.0682	-0.1035	-0.3704	-0.3846	0.2469	0.2299
2	31569499	31569899	-0.0975	-0.0761	0.1651	-0.1735	0.3305	-0.2026
2	31689499	31689899	-0.0207	-0.4677	-0.0722	-0.6760	-0.1014	0.4662
2	31840098	31840498	-0.5521	-0.2677	0.4551	-0.1560	-0.6236	-0.3973
2	31929499	31929899	-0.7864	0.2264	-0.0310	-0.5216	0.1200	-0.0152
2	32049499	32049899	0.5196	0.8007	0.2228	0.0697	0.0057	0.3010
2	32200098	32200498	-0.0891	-0.3692	0.6403	0.3807	0.1785	-0.1578
2	32289499	32289899	0.7619	1.0534	1.7259	1.0960	1.4867	1.9471
2	32409499	32409899	0.1997	0.5872	-0.9060	0.0513	-0.5379	0.2321
2	32560098	32560498	-0.1477	-0.3616	-0.4496	0.1757	0.6073	0.0911
2	32649499	32649899	0.0620	0.0706	-0.0917	-0.0284	-0.6282	0.4445
2	32769499	32769899	0.3074	0.3499	-0.2145	0.2550	-0.2985	-0.3640
2	32920098	32920498	0.0564	-0.1636	0.5582	0.4872	-0.0502	-0.4115
2	33009499	33009899	-0.3436	-0.5734	-1.3063	-1.3909	-1.3603	-1.1608
2	33129499	33129899	-0.0997	-0.4240	-0.3828	-0.0430	-0.6760	0.0998
2	33280098	33280498	-0.3428	0.4227	-0.2089	-0.5036	0.0653	0.3358
2	33369499	33369899	0.2142	0.0438	-0.3937	0.6722	-0.0875	-0.1041
2	33489499	33489899	-0.0609	0.4287	0.3331	0.0108	-0.1110	-0.1466
2	33640098	33640498	-0.2181	-0.2107	-0.1904	-0.5851	-0.6596	0.0918
2	33729499	33729899	-0.2221	-0.2037	-0.3334	0.0264	0.7649	-0.3918
2	33849499	33849899	0.1032	0.1000	-0.6725	0.4073	0.0436	-0.4167
2	34000098	34000498	-0.1526	0.2105	-0.0757	0.8333	-0.1597	0.0578
2	34089499	34089899	0.1130	-0.0658	-0.2103	0.1778	0.1334	0.3494
2	34209499	34209899	0.2345	0.2886	0.0728	-0.3181	-0.1756	0.0562
2	34360098	34360498	-0.7196	0.1908	0.0716	-0.7321	-0.0234	-0.3818
2	34449499	34449899	-0.6081	-0.1404	-0.2096	-0.1448	-0.2204	0.2644
2	34569499	34569899	-0.6596	-0.5978	0.4733	-0.4357	-0.2120	-0.4382
2	34720098	34720498	0.1774	0.1020	-0.1612	0.3993	-0.3200	-0.7606
2	34809499	34809899	-0.9117	0.2085	0.0081	0.3910	-0.1633	-0.0925
2	34929499	34929899	-0.3185	-0.0305	-0.3126	-0.1575	0.0836	0.3880
2	35080098	35080498	0.2397	0.0989	-0.0584	0.1576	-0.0754	-0.2264
2	35169499	35169899	0.3226	0.1989	-0.1235	-0.0590	-0.1425	0.3229
2	35289499	35289899	0.3151	0.2439	0.4959	0.3505	-0.4729	-0.2416
2	35440098	35440498	0.3039	0.2070	0.0838	-0.2200	0.0585	0.1455
2	35529499	35529899	0.4013	0.6489	-0.0299	0.6643	-0.0158	-0.0868
2	35649499	35649899	0.7277	-0.4106	-0.7170	-0.2056	0.1734	0.0396
2	35800098	35800498	-0.8898	-0.5012	0.1513	0.2126	-0.1292	-0.1828
2	35889499	35889899	0.2928	-0.0407	0.0639	0.9074	-0.7549	0.3503
2	36009499	36009899	-0.2771	-0.3072	0.2919	0.3731	0.0722	-0.2499
2	36160098	36160498	0.3305	0.0379	0.2353	-0.2301	-0.8946	-0.5506
2	36249499	36249899	-0.3259	0.0661	-0.5149	-0.0049	-0.3965	0.4998
2	36369499	36369899	-0.1070	0.6584	-0.0525	-0.3500	0.3472	-0.0762
2	36520098	36520498	0.2333	0.3352	0.0428	0.3547	0.0982	0.3659
2	36609499	36609899	0.2634	-0.1663	-0.1099	-0.1503	-0.6199	-0.1625
2	36729499	36729899	-0.1716	0.1045	0.1023	0.0417	0.4830	0.2753
2	36880098	36880498	0.1477	-0.3488	-0.6529	0.1574	-0.0170	-0.0303
2	36969499	36969899	0.4676	-0.3575	0.0586	0.5854	0.0536	-0.1145
2	37089499	37089899	-0.4454	0.0194	-0.0643	-0.0987	-0.7672	-0.3055
2	37240098	37240498	0.0870	0.0987	-0.2860	0.1399	0.0042	0.5778
2	37329499	37329899	0.2623	0.1703	-0.3779	-0.4887	-0.3742	0.4563
2	37449499	37449899	-0.1018	0.2067	-0.2133	-0.0652	0.1112	0.0840
2	37600098	37600498	-0.3306	-0.3313	-0.3149	0.1095	0.6179	0.4328
2	37689499	37689899	-0.4365	-0.2964	0.2829	0.3253	0.1238	0.1026
2	37809499	37809899	0.3984	0.1604	0.5396	-0.1782	-0.0455	0.0304
2	37960098	37960498	-0.4600	0.0014	0.3313	0.3504	-0.2733	0.6241
2	38049499	38049899	0.0789	-0.0049	-0.2209	0.7722	-0.0556	0.1326
2	38169499	38169899	-0.1147	-0.3493	0.9258	0.1142	-0.1983	0.1076
2	38320098	38320498	-1.3579	-1.6991	-1.3644	-1.3513	-1.4376	-1.8204
2	38409499	38409899	-0.1488	0.1951	-0.1931	-0.3808	0.1628	-0.2667
2	38529499	38529899	-0.4525	0.0442	-0.0443	0.1663	-0.9224	0.2430
2	38680098	38680498	-0.3544	0.1058	-0.5413	0.3908	0.2906	-0.1384
2	38769499	38769899	0.0900	0.1858	0.0767	0.3251	-0.2689	-0.1646
2	38889499	38889899	0.5246	0.2878	0.3594	-0.4000	-0.5289	-0.0789
2	39040098	39040498	0.1574	-0.1585	-0.5427	-0.3527	0.1044	0.1715
2	39129499	39129899	-0.3574	-0.8394	-1.2968	-0.9989	-1.5667	-1.8683
2	39249499	39249899	0.9815	0.9759	1.3463	1.7690	1.6784	1.6785
2	39400098	39400498	0.9119	-0.0308	-0.4556	-0.0600	-0.0284	-0.0065
2	39489499	39489899	0.0968	-0.1270	0.0126	-0.1137	0.6117	-0.2617
2	39609499	39609899	-0.4109	0.1960	-0.1812	0.1506	0.2176	-0.3250
2	39760098	39760498	-0.0604	-0.4792	-0.5753	-0.1483	-0.3745	0.7267
2	39849499	39849899	0.1115	0.1283	0.0978	-0.6677	0.2163	-0.1261
2	39969499	39969899	-0.0940	0.2020	0.0795	0.1571	-0.1215	-0.3039
2	40120098	40120498	0.2951	-0.0346	-0.1245	0.3808	0.0986	0.0856
2	40209499	40209899	-0.0736	0.1171	-0.0886	0.3769	0.2006	0.3969
2	40329499	40329899	-0.1955	0.4336	0.0576	0.3855	0.1353	0.8168
2	40480098	40480498	0.2317	-0.0771	0.0799	-0.2078	0.1432	0.4145
2	40569499	40569899	-1.1150	-1.1199	-0.8532	-1.6835	-1.7219	-1.8611
2	40689499	40689899	0.1494	-0.2220	-0.0691	-0.4841	0.1026	-0.2319
2	40840098	40840498	0.3639	0.1089	-0.2648	0.5181	0.4138	-0.2400
2	40929499	40929899	0.3312	0.0403	-0.3826	0.4311	0.0703	-0.7255
2	41049499	41049899	-0.1701	0.3862	0.3739	-0.1854	-0.1023	0.5305
2	41200098	41200498	0.1791	0.1590	-0.0727	0.3347	-0.2658	0.1187
2	41289499	41289899	-0.1068	-0.2516	-0.3891	-0.1800	0.7517	1.0036
2	41409499	41409899	0.3500	-0.6966	-0.1951	0.5057	0.0958	-0.1254
2	41560098	41560498	-0.0079	-0.1306	0.5284	0.2689	-0.1229	0.1072
2	41649499	41649899	0.3239	-0.1385	-0.6316	0.6690	-0.0182	-0.8175
2	41769499	41769899	0.2453	-0.2936	-0.6378	0.3848	-0.0384	0.1165
2	41920098	41920498	-0.2643	-0.0525	0.2680	-0.2427	-0.2304	-0.0872
2	42009499	42009899	0.1860	-0.1025	0.1682	0.0813	0.3036	0.3382
2	42129499	42129899	-0.1924	-0.0835	-0.0441	0.3743	-0.1849	0.3469
2	42280098	42280498	1.2638	1.4420	1.3978	1.4149	1.9767	1.5854
2	42369499	42369899	-0.0858	0.0789	-0.1414	-0.2334	0.4388	-0.5051
2	42489499	42489899	-0.1336	-0.1560	0.3691	-0.2221	-0.5600	0.3274
2	42640098	42640498	-0.0204	-0.2780	-0.1700	-0.0112	0.5233	-0.0648
2	42729499	42729899	0.3366	0.3159	-0.1922	-0.5131	-0.0136	0.3117
2	42849499	42849899	-0.0024	0.2965	0.2657	-0.3347	-0.1063	-0.2294
2	43000098	43000498	-0.0509	-0.1864	-0.3791	0.1271	-0.8702	0.4347
2	43089499	43089899	0.2931	0.7407	1.0313	1.0024	0.8497	1.1515
2	43209499	43209899	-0.0641	0.0891	-0.2639	-0.2103	-0.2751	0.4001
2	43360098	43360498	-0.1311	-0.1854	0.1589	0.2413	-0.0143	0.0035
2	43449499	43449899	0.4525	0.2129	0.2163	0.3714	-0.5439	-0.2079
2	43569499	43569899	0.3555	0.0724	-0.4551	-0.5541	0.1585	0.7433
2	43720098	43720498	-0.1204	-0.4624	-0.1341	0.5499	-0.5112	0.1517
2	43809499	43809899	-0.3806	-0.4284	-0.2115	0.1426	0.2119	-0.1916
2	43929499	43929899	-0.4335	-0.0959	0.0615	-0.0025	-0.1540	-0.3397
2	44080098	44080498	-0.5480	-0.1201	-0.0584	0.1917	0.3221	0.1990
2	44169499	44169899	-0.0637	0.3075	-0.9235	0.4119	-0.0345	-0.3469
2	44289499	44289899	0.0650	-0.0547	0.0725	0.0537	0.7475	0.1206
2	44440098	44440498	-0.7960	-0.1358	0.2079	0.3487	-0.0912	0.3802
2	44529499	44529899	-0.5899	-0.3298	0.3518	0.0493	-0.4922	0.3738
2	44649499	44649899	-0.1087	0.4735	-0.4497	0.0374	-0.1402	0.1248
2	44800098	44800498	0.2179	-0.2879	0.1952	0.7863	0.0425	0.4939
2	44889499	44889899	0.6244	0.2397	0.9440	0.2851	0.2816	0.1151
2	45009499	45009899	1.0567	1.1582	1.4274	1.7821	1.7147	1.6885
2	45160098	45160498	-0.3498	0.0735	-0.6643	0.5172	0.1742	0.5520
2	45249499	45249899	0.0074	-0.2599	-0.1999	-0.3306	0.0883	0.2174
2	45369499	45369899	0.1913	0.4145	0.2382	-0.0819	0.5911	0.2855
2	45520098	45520498	0.5977	0.5974	1.2313	1.7988	1.4732	1.4275
2	45609499	45609899	-0.1462	-0.3817	-0.1038	0.1317	0.0557	0.2125
2	45729499	45729899	0.0727	0.2636	0.5690	-0.0140	-0.7445	0.7305
2	45880098	45880498	0.1003	0.0616	-0.3156	-0.0278	0.2870	-0.0634
2	45969499	45969899	-0.1299	0.0943	-0.0583	-0.1384	0.0930	0.0185
2	46089499	46089899	0.0738	-0.4274	-0.0864	0.0146	-0.2308	-0.8826
2	46240098	46240498	1.0880	0.8232	0.4829	1.3006	2.1269	1.7573
2	46329499	46329899	0.2091	-0.3704	0.3936	-0.0671	0.2045	-0.1105
2	46449499	46449899	0.5524	0.4177	-0.0738	0.0633	-0.3265	-0.1556
2	46600098	46600498	-0.1938	0.4260	0.1263	-0.2735	-0.1563	-0.1536
2	46689499	46689899	-0.4110	0.0274	0.1179	0.1802	0.0698	-0.4878
2	46809499	46809899	0.3291	-0.3203	-0.2839	-0.0894	0.2014	-0.0040
2	46960098	46960498	0.2540	0.1457	-0.1129	0.4665	0.2557	-0.0538
2	47049499	47049899	1.1407	1.3715	1.9935	1.7319	1.5535	1.9243
2	47169499	47169899	-1.0855	-1.2245	-0.9433	-1.4459	-1.9107	-1.2531
2	47320098	47320498	0.0173	-0.1167	0.1554	0.2738	-0.2817	-0.1873
2	47409499	47409899	0.8757	1.1879	2.2995	1.7695	1.3084	1.2508
2	47529499	47529899	0.3706	-0.0318	-0.3189	0.2860	0.2468	-0.3375
2	47680098	47680498	-0.1399	0.0838	-0.2099	0.1668	0.4051	0.3617
2	47769499	47769899	0.2310	0.3579	-0.3459	-0.2648	-0.1702	0.9650
2	47889499	47889899	0.0296	0.4268	-0.3417	-0.0930	-0.6621	-0.2783
2	48040098	48040498	0.5836	0.2722	0.2488	-0.1138	-0.2533	0.3342
2	48129499	48129899	0.4628	0.1737	0.0189	0.4321	0.5352	0.2083
2	48249499	48249899	-0.2695	0.1809	0.0812	0.0610	-0.3362	0.1555
2	48400098	48400498	-0.0633	-0.2047	-0.0807	-0.3604	-0.3873	-0.2777
2	48489499	48489899	0.2638	0.1498	-0.3554	0.4033	-0.1693	-0.0878
2	48609499	48609899	-0.2870	-0.0210	0.5681	0.4833	-0.3025	0.0024
2	48760098	48760498	1.0378	0.0105	-0.0285	0.3141	-0.2347	0.0825
2	48849499	48849899	0.2968	0.1788	-0.4058	0.3759	-0.0866	-0.1989
2	48969499	48969899	-0.8291	0.0322	-0.1742	-0.7044	-0.3443	0.2753
2	49120098	49120498	0.2222	0.1001	-0.0258	0.1312	-0.1465	-0.2671
2	49209499	49209899	0.0585	-0.1406	-0.1444	0.1879	0.1685	-0.4520
2	49329499	49329899	0.5685	-0.4233	-0.4298	0.1594	-0.6135	0.2431
2	49480098	49480498	0.4345	-0.1499	-0.1993	-0.2793	0.0996	-0.7045
2	49569499	49569899	0.6451	0.3248	0.3839	0.1337	-0.1828	-0.4615
2	49689499	49689899	0.2819	0.0381	-0.5367	0.2699	-0.0812	0.2675
2	49840098	49840498	-0.6313	0.2320	0.2186	0.1471	0.0512	-0.6948
